product_name,line_name,line_type,unit,unit_cost,quantity,line_cost,source_file,source_sheet,source_row
PEPPER STEAK FILLING 60KG,Sunset Glaze,Ingredient,gram,0.07492000000000001,2.5,0.18730000000000002,Gourmet Costing,TASTI CHEF PIE FILLINGS,41
PEPPER STEAK FILLING 60KG,Outer Box,Ingredient,each,0.0125,0.041666666666666664,0.0005208333333333333,Gourmet Costing,TASTI CHEF PIE FILLINGS,42
PEPPER STEAK FILLING 60KG,Foilene Sheets,Ingredient,each,0.00014000000000000001,3.0,0.00042000000000000007,Gourmet Costing,TASTI CHEF PIE FILLINGS,43
PEPPER STEAK FILLING 60KG,Label,Ingredient,each,0.00032,0.041666666666666664,1.3333333333333333e-05,Gourmet Costing,TASTI CHEF PIE FILLINGS,44
PEPPER STEAK FILLING 60KG,Spice - Steak & Kidney,Ingredient,gram,0.06198,6.0,0.37188,Gourmet Costing,TASTI CHEF PIE FILLINGS,51
PEPPER STEAK FILLING 60KG,Metro FQ Beef Goulash,Ingredient,gram,0.08598000000000001,34.0,2.9233200000000004,Gourmet Costing,TASTI CHEF PIE FILLINGS,52
PEPPER STEAK FILLING 60KG,Liquid - Water,Ingredient,gram,0.0,40.0,0,Gourmet Costing,TASTI CHEF PIE FILLINGS,53
PEPPER STEAK FILLING 60KG,Pastry (20 x 13),Ingredient,gram,0.01236,115.0,1.4214,Gourmet Costing,TASTI CHEF PIE FILLINGS,54
PEPPER STEAK FILLING 60KG,Cornflour,Ingredient,gram,0.0140868,4.0,0.0563472,Gourmet Costing,TASTI CHEF PIE FILLINGS,55
PEPPER STEAK FILLING 60KG,Sunset Glaze,Ingredient,gram,0.07492000000000001,2.5,0.18730000000000002,Gourmet Costing,TASTI CHEF PIE FILLINGS,56
PEPPER STEAK FILLING 60KG,Outer Box,Ingredient,each,0.0125,0.041666666666666664,0.0005208333333333333,Gourmet Costing,TASTI CHEF PIE FILLINGS,57
PEPPER STEAK FILLING 60KG,Foilene Sheets,Ingredient,each,0.00014000000000000001,3.0,0.00042000000000000007,Gourmet Costing,TASTI CHEF PIE FILLINGS,58
PEPPER STEAK FILLING 60KG,Label,Ingredient,each,0.00032,0.041666666666666664,1.3333333333333333e-05,Gourmet Costing,TASTI CHEF PIE FILLINGS,59
PEPPER STEAK FILLING 60KG,PER PORTION(60GR),Ingredient,each,0,0,2.578125,Gourmet Costing,TASTI CHEF PIE FILLINGS,62
PEPPER STEAK FILLING 60KG,PER PORTION(80GR),Ingredient,each,0,0,3.4375,Gourmet Costing,TASTI CHEF PIE FILLINGS,63
BUTTERMILK RUSKS,Chicken Bites,Ingredient,gram,0,0,34.95,Gourmet Costing,BUTTERMILK RUSKS,5
BUTTERMILK RUSKS,SELFRAISING FLOUR,Ingredient,kg,0.019379999999999998,2000.0,38.76,Gourmet Costing,BUTTERMILK RUSKS,6
BUTTERMILK RUSKS,EGGS,Ingredient,kg,0.00229,8000.0,18.32,Gourmet Costing,BUTTERMILK RUSKS,8
BUTTERMILK RUSKS,OIL,Ingredient,lt,0.03495000000000001,267.0,9.331650000000002,Gourmet Costing,BUTTERMILK RUSKS,9
BUTTERMILK RUSKS,UMAZI,Ingredient,lt,0.02299,1000.0,22.99,Gourmet Costing,BUTTERMILK RUSKS,10
BUTTERMILK RUSKS,SALT,Ingredient,kg,0.0077,20.0,0.154,Gourmet Costing,BUTTERMILK RUSKS,11
BUTTERMILK RUSKS,SPRAY AND COOK,Ingredient,each,0.045,10.0,0.45,Gourmet Costing,BUTTERMILK RUSKS,12
BUTTERMILK RUSKS,WOODEN SPOONS,Ingredient,KG,0.02229,500.0,11.145,Gourmet Costing,BUTTERMILK RUSKS,13
BUTTERMILK RUSKS,GREASE PROOF PAPER,Ingredient,each,0.000643,4000.0,2.572,Gourmet Costing,BUTTERMILK RUSKS,14
BUTTERMILK RUSKS,KRAG,Ingredient,UNIT,0.00035,15000.0,5.25,Gourmet Costing,BUTTERMILK RUSKS,15
BUTTERMILK RUSKS,DRIED LEMON,Ingredient,gram,0.0,0.002,0,Gourmet Costing,BUTTERMILK RUSKS,16
BUTTERMILK RUSKS,BOTTLE,Ingredient,gram,0.0,22.0,0,Gourmet Costing,BUTTERMILK RUSKS,17
BUTTERMILK RUSKS,Burger 60g,Ingredient,gram,0.05998,60.0,3.5987999999999998,Gourmet Costing,BUTTERMILK RUSKS,36
BUTTERMILK RUSKS,Tomato Braai Relish,Ingredient,gram,0.026869999999999998,10.0,0.2687,Gourmet Costing,BUTTERMILK RUSKS,37
BUTTERMILK RUSKS,Cheese Sauce,Ingredient,gram,0.10608999999999999,10.0,1.0609,Gourmet Costing,BUTTERMILK RUSKS,38
BUTTERMILK RUSKS,Pastry (20 x 13),Ingredient,gram,0.01236,115.0,1.4214,Gourmet Costing,BUTTERMILK RUSKS,39
BUTTERMILK RUSKS,Sunset Glaze,Ingredient,gram,0.07492000000000001,2.5,0.18730000000000002,Gourmet Costing,BUTTERMILK RUSKS,40
BUTTERMILK RUSKS,Outer Box,Ingredient,each,0.0125,0.041666666666666664,0.0005208333333333333,Gourmet Costing,BUTTERMILK RUSKS,41
BUTTERMILK RUSKS,Foilene Sheets,Ingredient,each,0.00014000000000000001,3.0,0.00042000000000000007,Gourmet Costing,BUTTERMILK RUSKS,42
BUTTERMILK RUSKS,Label,Ingredient,each,0.00032,0.041666666666666664,1.3333333333333333e-05,Gourmet Costing,BUTTERMILK RUSKS,43
BUTTERMILK RUSKS,Spice - Steak & Kidney,Ingredient,gram,0.06198,6.0,0.37188,Gourmet Costing,BUTTERMILK RUSKS,50
BUTTERMILK RUSKS,Metro FQ Beef Goulash,Ingredient,gram,0.08598000000000001,34.0,2.9233200000000004,Gourmet Costing,BUTTERMILK RUSKS,51
BUTTERMILK RUSKS,Liquid - Water,Ingredient,gram,0.0,40.0,0,Gourmet Costing,BUTTERMILK RUSKS,52
BUTTERMILK RUSKS,Pastry (20 x 13),Ingredient,gram,0.01236,115.0,1.4214,Gourmet Costing,BUTTERMILK RUSKS,53
BUTTERMILK RUSKS,Cornflour,Ingredient,gram,0.0140868,4.0,0.0563472,Gourmet Costing,BUTTERMILK RUSKS,54
BUTTERMILK RUSKS,Sunset Glaze,Ingredient,gram,0.07492000000000001,2.5,0.18730000000000002,Gourmet Costing,BUTTERMILK RUSKS,55
BUTTERMILK RUSKS,Outer Box,Ingredient,each,0.0125,0.041666666666666664,0.0005208333333333333,Gourmet Costing,BUTTERMILK RUSKS,56
BUTTERMILK RUSKS,Foilene Sheets,Ingredient,each,0.00014000000000000001,3.0,0.00042000000000000007,Gourmet Costing,BUTTERMILK RUSKS,57
BUTTERMILK RUSKS,Label,Ingredient,each,0.00032,0.041666666666666664,1.3333333333333333e-05,Gourmet Costing,BUTTERMILK RUSKS,58
BUTTERMILK RUSKS,120gr,Ingredient,each,1.9166666666666667,0.43589059999999996,0.8354569833333333,Gourmet Costing,BUTTERMILK RUSKS,61
HOTDOG ROLLS,Chicken Bites,Ingredient,gram,0,0,34.95,Gourmet Costing,HOTDOG ROLLS,5
HOTDOG ROLLS,FLOUR,Ingredient,kg,0.01938,3000.0,58.14,Gourmet Costing,HOTDOG ROLLS,6
HOTDOG ROLLS,YEAST,Ingredient,kg,0.0138,150.0,2.07,Gourmet Costing,HOTDOG ROLLS,8
HOTDOG ROLLS,WATER,Ingredient,lt,0.0,1500.0,0,Gourmet Costing,HOTDOG ROLLS,9
HOTDOG ROLLS,BOX,Ingredient,each,0.0125,1000.0,12.5,Gourmet Costing,HOTDOG ROLLS,10
HOTDOG ROLLS,SAKKIES,Ingredient,each,8.400000000000001e-05,8000.0,0.672,Gourmet Costing,HOTDOG ROLLS,12
HOTDOG ROLLS,LABELS,Ingredient,each,0.00031999999999999997,3000.0,0.96,Gourmet Costing,HOTDOG ROLLS,13
HOTDOG ROLLS,KRAG,Ingredient,UNIT,0.00123,10000.0,12.3,Gourmet Costing,HOTDOG ROLLS,14
HOTDOG ROLLS,DRIED LEMON,Ingredient,gram,0.0,0.002,0,Gourmet Costing,HOTDOG ROLLS,16
HOTDOG ROLLS,BOTTLE,Ingredient,gram,0.0,22.0,0,Gourmet Costing,HOTDOG ROLLS,17
HOTDOG ROLLS,Burger 60g,Ingredient,gram,0.05998,60.0,3.5987999999999998,Gourmet Costing,HOTDOG ROLLS,36
HOTDOG ROLLS,Tomato Braai Relish,Ingredient,gram,0.026869999999999998,10.0,0.2687,Gourmet Costing,HOTDOG ROLLS,37
HOTDOG ROLLS,Cheese Sauce,Ingredient,gram,0.10608999999999999,10.0,1.0609,Gourmet Costing,HOTDOG ROLLS,38
HOTDOG ROLLS,Pastry (20 x 13),Ingredient,gram,0.01236,115.0,1.4214,Gourmet Costing,HOTDOG ROLLS,39
HOTDOG ROLLS,Sunset Glaze,Ingredient,gram,0.07492000000000001,2.5,0.18730000000000002,Gourmet Costing,HOTDOG ROLLS,40
HOTDOG ROLLS,Outer Box,Ingredient,each,0.0125,0.041666666666666664,0.0005208333333333333,Gourmet Costing,HOTDOG ROLLS,41
HOTDOG ROLLS,Foilene Sheets,Ingredient,each,0.00014000000000000001,3.0,0.00042000000000000007,Gourmet Costing,HOTDOG ROLLS,42
HOTDOG ROLLS,Label,Ingredient,each,0.00032,0.041666666666666664,1.3333333333333333e-05,Gourmet Costing,HOTDOG ROLLS,43
HOTDOG ROLLS,Spice - Steak & Kidney,Ingredient,gram,0.06198,6.0,0.37188,Gourmet Costing,HOTDOG ROLLS,50
HOTDOG ROLLS,Metro FQ Beef Goulash,Ingredient,gram,0.08598000000000001,34.0,2.9233200000000004,Gourmet Costing,HOTDOG ROLLS,51
HOTDOG ROLLS,Liquid - Water,Ingredient,gram,0.0,40.0,0,Gourmet Costing,HOTDOG ROLLS,52
HOTDOG ROLLS,Pastry (20 x 13),Ingredient,gram,0.01236,115.0,1.4214,Gourmet Costing,HOTDOG ROLLS,53
HOTDOG ROLLS,Cornflour,Ingredient,gram,0.0140868,4.0,0.0563472,Gourmet Costing,HOTDOG ROLLS,54
HOTDOG ROLLS,Sunset Glaze,Ingredient,gram,0.07492000000000001,2.5,0.18730000000000002,Gourmet Costing,HOTDOG ROLLS,55
HOTDOG ROLLS,Outer Box,Ingredient,each,0.0125,0.041666666666666664,0.0005208333333333333,Gourmet Costing,HOTDOG ROLLS,56
HOTDOG ROLLS,Foilene Sheets,Ingredient,each,0.00014000000000000001,3.0,0.00042000000000000007,Gourmet Costing,HOTDOG ROLLS,57
HOTDOG ROLLS,Label,Ingredient,each,0.00032,0.041666666666666664,1.3333333333333333e-05,Gourmet Costing,HOTDOG ROLLS,58
HOTDOG ROLLS,120gr (15CM),Ingredient,each,2.3,2.062904761904762,4.7446809523809526,Gourmet Costing,HOTDOG ROLLS,61
HOTDOG ROLLS,FLOUR,Ingredient,kg,0.01938,3000.0,58.14,Gourmet Costing,HOTDOG ROLLS,68
HOTDOG ROLLS,YEAST,Ingredient,kg,0.0138,150.0,2.07,Gourmet Costing,HOTDOG ROLLS,70
HOTDOG ROLLS,WATER,Ingredient,lt,0.0,1500.0,0,Gourmet Costing,HOTDOG ROLLS,71
HOTDOG ROLLS,BOX,Ingredient,each,0.0125,1000.0,12.5,Gourmet Costing,HOTDOG ROLLS,72
HOTDOG ROLLS,SAKKIES,Ingredient,each,8e-05,7000.0,0.56,Gourmet Costing,HOTDOG ROLLS,74
HOTDOG ROLLS,LABELS,Ingredient,each,9.999999999999999e-06,3000.0,0.03,Gourmet Costing,HOTDOG ROLLS,75
HOTDOG ROLLS,KRAG,Ingredient,UNIT,0.00123,10000.0,12.3,Gourmet Costing,HOTDOG ROLLS,76
HOTDOG ROLLS,Burger 60g,Ingredient,gram,0.0,60.0,0,Gourmet Costing,HOTDOG ROLLS,98
HOTDOG ROLLS,Tomato Braai Relish,Ingredient,gram,0.066,10.0,0.66,Gourmet Costing,HOTDOG ROLLS,99
HOTDOG ROLLS,Cheese Sauce,Ingredient,gram,0.024333,10.0,0.24333,Gourmet Costing,HOTDOG ROLLS,100
HOTDOG ROLLS,Pastry (20 x 13),Ingredient,gram,0.0,115.0,0,Gourmet Costing,HOTDOG ROLLS,101
HOTDOG ROLLS,Sunset Glaze,Ingredient,gram,0.0,2.5,0,Gourmet Costing,HOTDOG ROLLS,102
HOTDOG ROLLS,Outer Box,Ingredient,each,0.0,0.041666666666666664,0,Gourmet Costing,HOTDOG ROLLS,103
HOTDOG ROLLS,Foilene Sheets,Ingredient,each,0.0,3.0,0,Gourmet Costing,HOTDOG ROLLS,104
HOTDOG ROLLS,Label,Ingredient,each,0.0,0.041666666666666664,0,Gourmet Costing,HOTDOG ROLLS,105
HOTDOG ROLLS,Spice - Steak & Kidney,Ingredient,gram,0.11098000000000001,6.0,0.66588,Gourmet Costing,HOTDOG ROLLS,112
HOTDOG ROLLS,Metro FQ Beef Goulash,Ingredient,gram,8.400000000000001e-05,34.0,0.0028560000000000005,Gourmet Costing,HOTDOG ROLLS,113
HOTDOG ROLLS,Liquid - Water,Ingredient,gram,0.0,40.0,0,Gourmet Costing,HOTDOG ROLLS,114
HOTDOG ROLLS,Pastry (20 x 13),Ingredient,gram,0.0,115.0,0,Gourmet Costing,HOTDOG ROLLS,115
HOTDOG ROLLS,Cornflour,Ingredient,gram,0.0,4.0,0,Gourmet Costing,HOTDOG ROLLS,116
HOTDOG ROLLS,Sunset Glaze,Ingredient,gram,0.0,2.5,0,Gourmet Costing,HOTDOG ROLLS,117
HOTDOG ROLLS,Outer Box,Ingredient,each,0.0,0.041666666666666664,0,Gourmet Costing,HOTDOG ROLLS,118
HOTDOG ROLLS,Foilene Sheets,Ingredient,each,0.0,3.0,0,Gourmet Costing,HOTDOG ROLLS,119
HOTDOG ROLLS,Label,Ingredient,each,0.0,0.041666666666666664,0,Gourmet Costing,HOTDOG ROLLS,120
HOTDOG ROLLS,120gr (25CM),Ingredient,each,2.3,2.7612903225806456,6.350967741935484,Gourmet Costing,HOTDOG ROLLS,123
PlAIN STEAK FILLING 60KG,GOULASH,Ingredient,kg,0.08598000000000001,25500.0,2192.4900000000002,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,5
PlAIN STEAK FILLING 60KG,SPICE,Ingredient,kg,0.06197999999999999,4500.0,278.90999999999997,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,6
PlAIN STEAK FILLING 60KG,CORN FLOUR,Ingredient,kg,0.016486,1500.0,24.729,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,7
PlAIN STEAK FILLING 60KG,WATER,Ingredient,kg,0.0,31500.0,0,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,8
PlAIN STEAK FILLING 60KG,Burger 60g,Ingredient,gram,0.05998,60.0,3.5987999999999998,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,37
PlAIN STEAK FILLING 60KG,Tomato Braai Relish,Ingredient,gram,0.026869999999999998,10.0,0.2687,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,38
PlAIN STEAK FILLING 60KG,Cheese Sauce,Ingredient,gram,0.10608999999999999,10.0,1.0609,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,39
PlAIN STEAK FILLING 60KG,Pastry (20 x 13),Ingredient,gram,0.01236,115.0,1.4214,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,40
PlAIN STEAK FILLING 60KG,Sunset Glaze,Ingredient,gram,0.07492000000000001,2.5,0.18730000000000002,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,41
PlAIN STEAK FILLING 60KG,Outer Box,Ingredient,each,0.0125,0.041666666666666664,0.0005208333333333333,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,42
PlAIN STEAK FILLING 60KG,Foilene Sheets,Ingredient,each,0.00014000000000000001,3.0,0.00042000000000000007,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,43
PlAIN STEAK FILLING 60KG,Label,Ingredient,each,0.00032,0.041666666666666664,1.3333333333333333e-05,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,44
PlAIN STEAK FILLING 60KG,Spice - Steak & Kidney,Ingredient,gram,0.06198,6.0,0.37188,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,51
PlAIN STEAK FILLING 60KG,Metro FQ Beef Goulash,Ingredient,gram,0.08598000000000001,34.0,2.9233200000000004,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,52
PlAIN STEAK FILLING 60KG,Liquid - Water,Ingredient,gram,0.0,40.0,0,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,53
PlAIN STEAK FILLING 60KG,Pastry (20 x 13),Ingredient,gram,0.01236,115.0,1.4214,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,54
PlAIN STEAK FILLING 60KG,Cornflour,Ingredient,gram,0.0140868,4.0,0.0563472,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,55
PlAIN STEAK FILLING 60KG,Sunset Glaze,Ingredient,gram,0.07492000000000001,2.5,0.18730000000000002,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,56
PlAIN STEAK FILLING 60KG,Outer Box,Ingredient,each,0.0125,0.041666666666666664,0.0005208333333333333,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,57
PlAIN STEAK FILLING 60KG,Foilene Sheets,Ingredient,each,0.00014000000000000001,3.0,0.00042000000000000007,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,58
PlAIN STEAK FILLING 60KG,Label,Ingredient,each,0.00032,0.041666666666666664,1.3333333333333333e-05,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,59
PlAIN STEAK FILLING 60KG,180GR PIE FILLING,Ingredient,each,0,0,3.943331753554502,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,62
PlAIN STEAK FILLING 60KG,160GR PIE FILLING,Ingredient,each,0,0,3.066497542997543,Gourmet Costing,PLAINSTEAK-BEEFCURRY FILLING,63
CHICKEN AND MUSHROOM FILLING 60KG,CHICKEN BITES,Ingredient,kg,0.03495,18000.0,629.1,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,5
CHICKEN AND MUSHROOM FILLING 60KG,FROZEN MUSHROOM,Ingredient,kg,0.03498,7500.0,262.34999999999997,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,6
CHICKEN AND MUSHROOM FILLING 60KG,CORN FLOUR,Ingredient,kg,0.014086800000000002,1500.0,21.130200000000002,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,7
CHICKEN AND MUSHROOM FILLING 60KG,WATER,Ingredient,kg,0.0,31500.0,0,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,8
CHICKEN AND MUSHROOM FILLING 60KG,SPICE,Ingredient,kg,0.0,4500.0,0,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,9
CHICKEN AND MUSHROOM FILLING 60KG,Burger 60g,Ingredient,gram,0.05998,60.0,3.5987999999999998,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,37
CHICKEN AND MUSHROOM FILLING 60KG,Tomato Braai Relish,Ingredient,gram,0.026869999999999998,10.0,0.2687,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,38
CHICKEN AND MUSHROOM FILLING 60KG,Cheese Sauce,Ingredient,gram,0.10608999999999999,10.0,1.0609,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,39
CHICKEN AND MUSHROOM FILLING 60KG,Pastry (20 x 13),Ingredient,gram,0.01236,115.0,1.4214,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,40
CHICKEN AND MUSHROOM FILLING 60KG,Sunset Glaze,Ingredient,gram,0.07492000000000001,2.5,0.18730000000000002,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,41
CHICKEN AND MUSHROOM FILLING 60KG,Outer Box,Ingredient,each,0.0125,0.041666666666666664,0.0005208333333333333,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,42
CHICKEN AND MUSHROOM FILLING 60KG,Foilene Sheets,Ingredient,each,0.00014000000000000001,3.0,0.00042000000000000007,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,43
CHICKEN AND MUSHROOM FILLING 60KG,Label,Ingredient,each,0.00032,0.041666666666666664,1.3333333333333333e-05,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,44
CHICKEN AND MUSHROOM FILLING 60KG,Spice - Steak & Kidney,Ingredient,gram,0.06198,6.0,0.37188,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,51
CHICKEN AND MUSHROOM FILLING 60KG,Metro FQ Beef Goulash,Ingredient,gram,0.08598000000000001,34.0,2.9233200000000004,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,52
CHICKEN AND MUSHROOM FILLING 60KG,Liquid - Water,Ingredient,gram,0.0,40.0,0,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,53
CHICKEN AND MUSHROOM FILLING 60KG,Pastry (20 x 13),Ingredient,gram,0.01236,115.0,1.4214,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,54
CHICKEN AND MUSHROOM FILLING 60KG,Cornflour,Ingredient,gram,0.0140868,4.0,0.0563472,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,55
CHICKEN AND MUSHROOM FILLING 60KG,Sunset Glaze,Ingredient,gram,0.07492000000000001,2.5,0.18730000000000002,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,56
CHICKEN AND MUSHROOM FILLING 60KG,Outer Box,Ingredient,each,0.0125,0.041666666666666664,0.0005208333333333333,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,57
CHICKEN AND MUSHROOM FILLING 60KG,Foilene Sheets,Ingredient,each,0.00014000000000000001,3.0,0.00042000000000000007,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,58
CHICKEN AND MUSHROOM FILLING 60KG,Label,Ingredient,each,0.00032,0.041666666666666664,1.3333333333333333e-05,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,59
CHICKEN AND MUSHROOM FILLING 60KG,180GR PIE FILLING,Ingredient,each,0,0,1.4416748815165878,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,62
CHICKEN AND MUSHROOM FILLING 60KG,160GR PIE FILLING,Ingredient,each,0,0,1.121105896805897,Gourmet Costing,CHICKMUSH-PLAINCHICK FILLING,63
BREAD CROISSANTS,Chicken Bites,Ingredient,gram,0,0,34.95,Gourmet Costing,BREAD CROISSANTS,5
BREAD CROISSANTS,Salt,Ingredient,gram,7.7,0.14,1.078,Gourmet Costing,BREAD CROISSANTS,6
BREAD CROISSANTS,Garlic,Ingredient,gram,0.0,10.0,0,Gourmet Costing,BREAD CROISSANTS,8
BREAD CROISSANTS,White Onion,Ingredient,gram,0.0,115.0,0,Gourmet Costing,BREAD CROISSANTS,9
BREAD CROISSANTS,Celery,Ingredient,gram,0.0,2.5,0,Gourmet Costing,BREAD CROISSANTS,10
BREAD CROISSANTS,Flour,Ingredient,gram,12.5,10.0,125.0,Gourmet Costing,BREAD CROISSANTS,11
BREAD CROISSANTS,Wet yeast,Ingredient,gram,13.8,0.4,5.5200000000000005,Gourmet Costing,BREAD CROISSANTS,12
BREAD CROISSANTS,Sugar,Ingredient,gram,20.42,1.0,20.42,Gourmet Costing,BREAD CROISSANTS,13
BREAD CROISSANTS,Water,Ingredient,lt,0.0,4.5,0,Gourmet Costing,BREAD CROISSANTS,24
BREAD CROISSANTS,Tape,Ingredient,each,14.9,0.5,7.45,Gourmet Costing,BREAD CROISSANTS,25
BREAD CROISSANTS,Halal sticker,Ingredient,each,8e-05,10.0,0.0008,Gourmet Costing,BREAD CROISSANTS,26
BREAD CROISSANTS,Box,Ingredient,each,0.0125,10.0,0.125,Gourmet Costing,BREAD CROISSANTS,27
BREAD CROISSANTS,Eggs,Ingredient,each,0,0,2.29,Gourmet Costing,BREAD CROISSANTS,28
BREAD CROISSANTS,Label,Ingredient,each,0.00032,8750.0,2.8000000000000003,Gourmet Costing,BREAD CROISSANTS,30
BREAD CROISSANTS,Burger 60g,Ingredient,gram,0.05998,60.0,3.5987999999999998,Gourmet Costing,BREAD CROISSANTS,37
BREAD CROISSANTS,Tomato Braai Relish,Ingredient,gram,0.026869999999999998,10.0,0.2687,Gourmet Costing,BREAD CROISSANTS,38
BREAD CROISSANTS,Cheese Sauce,Ingredient,gram,0.10608999999999999,10.0,1.0609,Gourmet Costing,BREAD CROISSANTS,39
BREAD CROISSANTS,Pastry (20 x 13),Ingredient,gram,0.01236,115.0,1.4214,Gourmet Costing,BREAD CROISSANTS,40
BREAD CROISSANTS,Sunset Glaze,Ingredient,gram,0.07492000000000001,2.5,0.18730000000000002,Gourmet Costing,BREAD CROISSANTS,41
BREAD CROISSANTS,Outer Box,Ingredient,each,0.0125,0.041666666666666664,0.0005208333333333333,Gourmet Costing,BREAD CROISSANTS,42
BREAD CROISSANTS,Foilene Sheets,Ingredient,each,0.00014000000000000001,3.0,0.00042000000000000007,Gourmet Costing,BREAD CROISSANTS,43
BREAD CROISSANTS,Label,Ingredient,each,0.00032,0.041666666666666664,1.3333333333333333e-05,Gourmet Costing,BREAD CROISSANTS,44
BREAD CROISSANTS,Spice - Steak & Kidney,Ingredient,gram,0.06198,6.0,0.37188,Gourmet Costing,BREAD CROISSANTS,51
BREAD CROISSANTS,Metro FQ Beef Goulash,Ingredient,gram,0.08598000000000001,34.0,2.9233200000000004,Gourmet Costing,BREAD CROISSANTS,52
BREAD CROISSANTS,Liquid - Water,Ingredient,gram,0.0,40.0,0,Gourmet Costing,BREAD CROISSANTS,53
BREAD CROISSANTS,Pastry (20 x 13),Ingredient,gram,0.01236,115.0,1.4214,Gourmet Costing,BREAD CROISSANTS,54
BREAD CROISSANTS,Cornflour,Ingredient,gram,0.0140868,4.0,0.0563472,Gourmet Costing,BREAD CROISSANTS,55
BREAD CROISSANTS,Sunset Glaze,Ingredient,gram,0.07492000000000001,2.5,0.18730000000000002,Gourmet Costing,BREAD CROISSANTS,56
BREAD CROISSANTS,Outer Box,Ingredient,each,0.0125,0.041666666666666664,0.0005208333333333333,Gourmet Costing,BREAD CROISSANTS,57
BREAD CROISSANTS,Foilene Sheets,Ingredient,each,0.00014000000000000001,3.0,0.00042000000000000007,Gourmet Costing,BREAD CROISSANTS,58
BREAD CROISSANTS,Label,Ingredient,each,0.00032,0.041666666666666664,1.3333333333333333e-05,Gourmet Costing,BREAD CROISSANTS,59
BREAD CROISSANTS,100gr,Ingredient,each,2.3,1.0292737500000002,2.3673296250000004,Gourmet Costing,BREAD CROISSANTS,62
BREAD CROISSANTS,Flour,Ingredient,gram,12.5,11.0,137.5,Gourmet Costing,BREAD CROISSANTS,72
BREAD CROISSANTS,Wet yeast,Ingredient,gram,13.8,0.4,5.5200000000000005,Gourmet Costing,BREAD CROISSANTS,73
BREAD CROISSANTS,Sugar,Ingredient,gram,19.99,1.0,19.99,Gourmet Costing,BREAD CROISSANTS,74
BREAD CROISSANTS,Eggs,Ingredient,each,2.29,8.0,18.32,Gourmet Costing,BREAD CROISSANTS,76
BREAD CROISSANTS,Water,Ingredient,lt,0.0,4.5,0,Gourmet Costing,BREAD CROISSANTS,77
BREAD CROISSANTS,Tape,Ingredient,each,14.9,0.5,7.45,Gourmet Costing,BREAD CROISSANTS,78
BREAD CROISSANTS,Halal sticker,Ingredient,each,0.08,10.0,0.8,Gourmet Costing,BREAD CROISSANTS,79
BREAD CROISSANTS,Box,Ingredient,each,12.5,8.0,100.0,Gourmet Costing,BREAD CROISSANTS,80
BREAD CROISSANTS,Label,Ingredient,each,1.0,16.0,16.0,Gourmet Costing,BREAD CROISSANTS,81
